id,question,set_id
94629,what food to be given my 6 month baby boy,5
94666,what type of foods can i give my baby??,100
94732,my son is 8 months old don't eat the food.,13
94761,my baby is of 9 months . What is a proper feeding material for her,68
94786,how to increase the breast milk?,7
94794,Hi my baby is six month. what is diet good for her???? she feed my milk also.....,2
94856,8 month old baby food,40
94859,hi can I give pasteurised milk to my 10 months old baby. i haven't given any other milk to my baby.,7
94873,my baby is 6 mnth old whenever i start additional food fr baby,5
94886,"Hi All, My baby is 4 months old.. is it safe to give him bananas... ?",100
94897,what to give to my baby to eat who is about to be nine months???,93
94898,can i give home made cerelac when baby becomes 4th month old?,100
94989,please suggest baby food recipes for 6 months old baby,56
94999,When to start solid food for new born as my baby girl is 2 months old now... TIA,100
95022,what food can I give for my child who is 10 months old,40
95029,"How to start cerelac to 6 months baby??? at what time, quantity and how many times in a day",5
95121,my daughter 6 months old what type additional foods I have to start,5
95138,How to increase breast milk ??,7
95146,"my son is 9 months old ,what can I give him to eat",40
95159,My daughter  is 8 months old so which type of food i will give her,40
95162,mere baby 1 yr ki he wao kuch bhi nahi khati height. uske liye me bahut worried hoon. pls suggest .,10
95245,my baby is 6. 5 months old wat food I can give to her.,5
95251,food chart for my 7 month baby,68
95257,which food for best,100
95266,my baby boy age is 9 months old his weight is 8 .5kg how to grow my baby weight,31
95291,my baby's nutrition,5
95341,how can I increase my breast milk.,7
95342,hi my daughter is 10 months now... wat food can I give her,68
95349,"My baby 10 month old not eating anything only bm what to do,? Her weight is 6. 6kg only",6
95352,my Baby is 6months old I need to give Ragi sari please confirm the ingredients to prepare.,56
95355,weaning food for 4 months baby girl???,100
95358,what is the best food for my 8 months old baby boy in summer,6
95362,is cerelac. just safe for 6. 5 months baby?also can I give cornflakes oats to him?,40
95396,hiii my baby is 7 month old wht  should I give him.... plz give me proper diet chart.,68
95411,what I give my 8 months old baby . nutrition food chart.,68
95412,My daughter is 5. 5 months old. What food I can give her?,5
95418,can i give packet milk for 8 month baby,7
95432,what to give for 4 month baby,100
95456,my son is 7 months old.  what are the  food items i should feed him for healthy  brain and body?,68
95468,what meal to be given to 10 months old baby,68
95595,hi Madam my daughter is not eating properly what can do.,6
95629,suggest me the food Chart for 7 month baby and quantity also,5
95631,my baby Rudrani is underwaight baby how I improve her waight,13
95660,"my baby is 6 months old ,what kind of food is fit for him ....???",5
95858,"my son is turning 6 this month ,what should I feed him for the first time he is breast feed.",5
95875,what i have to eat for proper digestion of my newly born baby,7
95887,please suggest weaning food for 4 months baby girl,100
95898,what type of food I can feed my baby,93
95977,What is the ideal weight for 9 month baby boy.,31
95985,My baby is about to 6month... So what food i have to start for him,5
95994,heloo everyone... my baby is runing in 6 months what kind of food is given to her.,5
95998,my boy baby is 8 month old.. wat food have to give?shall I stop mother milk?,93
96034,nutritious food receipe for 15 yrs. grl child,56
96087,"Hi,  my son S turning 5 months old.  can I start purees, cerelac and ragi.  pls suggest.",5
96101,which food i give for 6mnth baby?,5
96230,How to increase mother breast milk.,7
96231,today my baby is 6 mnth  completed how i mke her routine nd what food i introduce,5
96253,what to feed my son who has just completed his 6mnth. apart from ceralac and lactogen 2.,5
96256,Wat is the best diet for 10 month baby?,68
96279,I am giving powder milk for my baby .now he is 4 months .other than this wht food I can give,100
96287,please suggest food for my 6th month baby,5
96323,my baby is now 7 months old what type of food is good for him,40
96370,my son is 11 months. what I should feed him ? Please give some suggestions.,151
96372,What is the best diet for 12 month baby.. ?,68
96398,Is that true that we can start giving curd and banana after 5 month with breast milk?,100
96414,please suggest  food for my 11 months old baby....,68
96415,my baby is 8 month old n he is still on 6. 4 kg... what would i do??,68
96447,what food we can give to my vava,40
96520,Please suggest me some food recipe for my 10 mnth baby girl in this summer,6
96528,Plz suggest food for my 6 month baby,5
96758,whn to start other things to baby except mother milk nd container milk??,100
96819,hi mommies.... my baby is 5. 5month should I... start to feed him cerelac,100
96844,what should I feed to my 6 month old baby girl. and can you please suggest the diet chart for her.,5
96893,my baby is 11 months old but he is weight 7. 5 please tell me weight gain food,6
96902,my child is 5mnt old wat did be his diet,5
96978,"Hi ,My daughter is 7 months old. Can i start with solids? if yes , what all can I give her ?",5
96984,my son is 6 months  old wat type of food should keep to him to become strong,5
96986,what solid food should i give to my 10 month baby *,40
96998,Hi.. Can anyone please help me with a foodchart for 6 months old baby,5
97061,Hi my baby 2 months old what I want to eat to increase breast milk,7
97070,"hello my baby is 6 mnths,plz suggest best food.",5
97112,my son is nine months old he is so leen how to increase his muscle weight,6
97125,what about packet milk?it is good for baby?,7
97130,my baby boy 7th months old. What type of food I will give him. ...?,40
97137,please suggest which food give to baby,40
97159,my son is ten months old want to know food chart,93
97169,plz provide me diet chart and time table for my 7 months baby...,13
97196,my baby is 9months now wat can I serve her,93
97204,hello.. plz sujjest the 9 month baby food chart ??,68
97237,Please send me diet chart for 6 .5 month old baby,5
98195,i have 6 month old baby. what are the weaning foodbrih,5
98217,which month give a food to  a baby?,100
98227,please send me diet chart or plan for 11 months old.,68
98255,my daughter is only 5 months old pls tell about her food nd meal.,5
98272,when is the Gud time to start baby rice water or dal soups.  my son is 3 months now.,100
98275,what giving food my baby. she is 5 month old,5
98285,"my baby is 11months can I give her dal roti,dhai roti ,biscuits?",40
98305,what all food can be given to a 6 and half months old baby,5
98312,hi my child 3 month complete i have to join off how i managed my baby food and feeding,2
98324,my baby is 3 nd half months.. when can i start cerelac to him?,100
98331,My son age is 10 month.  Can I give him dairy milk to drink  and sugar and salty food?,7
98343,my baby s 6+month can I give biscuits with formula milk,5
98346,"hiiii,can anybody give diet chart for 10 month old baby",40
98357,"my baby is 8 month old,what can I give her except boiled potato,dal,juices & shakes.",6
98374,hi my son is 8months old and he is thin what to do,13
98383,my baby is 6 mnths old what to keep food she is so thin,13
98441,my baby is 5 months old .what should I give him to eat?,2
98443,food to start for my 6 month baby ...n how many times to give water?? plz provide food chart,2
98451,"Hi, can you please tell me what is the diet plan for 6 month baby?",2
98499,food for 5 month baby,5
98502,My Baby 6 Months completed what type of food I can give ... please suggest me,2
98512,my baby is 7. 2 kg now when he was born 3. 8 is his growth in good,31
98514,What to give on 3month of baby,100
98516,Healthy nutrition  for 6 month old baby?,2
98519,when can i introduce semi solids ...,100
98524,healthy food for 1 year boy,40
98531,which food I should provide to my baby girl who is 6 months old,2
98532,my baby is 7 month old.. wat shud i giv him to gain health ..hes vry skinny.,13
98536,pls suggest wat kind of foods can be given to my 9 months old son..,68
98540,diet chart for 6 month baby,5
98583,Please tell me dite of my baby,40
98589,my baby z 7 months old wat food should i  give  him?,40
98591,my baby is 7month  which food prefer for him plz answer ?,40
98592,suggest food of 4 month old baby boy.,100
98610,my baby had 5months what type  of food  preferred,100
98635,mera baby 5 months ka ho gya h so mai ussy kiya solid food dhn weight gain krne KY liye,5
98647,Dear my baby is 6 months old she is not able to eat cerelac she is eating like water cerelac,5
98664,Hi my baby is 7 months old now so what should I give him 2 his proper development.... ???,68
98675,my baby girl is 3 months n when can i start giving her other than breastfeeding,100
98696,"my baby is 6 month old, wht should i give him to eat?",5
98707,hello my 8 months baby is underweight. pls advice weight gaining food for her,6
98718,my baby boy is 11 month oldhis hight not growupso what diet for him,6
98721,what should be the standard weight of 6 weeks old baby ?,31
98723,my baby 6 month baby plz suggest food,5
98743,what should be the weight of 8 month old baby?? his weight at the time of birth was 2. 5kg.,31
98761,My baby is 10month 2wks.. he is not interested to eat any type of food.. Please tell me how to do?,10
98765,can I give barley recipes for my 8month old baby??? and plz suggest weight gain food ?,6
98818,my son is  8months old. in the starting stage of  9 months. what should I introduce in his diet,68
98827,please suggest breakfast recipes for my 11 months baby.,40
98836,my baby is 6 month old nowshould I start the solid and from what tyep of food I can start,5
99045,My babies got 4th month which food i choose for them,100
99061,I have 11 months babyplz tell the weight gaining food up to 2 months baby weight 9 only,6
99073,Can some one please share the food chart for 6 months old baby.. ??,5
99173,my 10 month old baby do not feed milk from bottle  he also don't eat solid his weight is 7kg,13
99174,"my baby is not eating anything , I tried many different foods. she starts crying, what should I do?",2
99319,7months baby ko kya du..,40
99338,"for 6 months old baby, what type of milk is best for my baby",7
99356,hii my son is 9 month old... suggest me diet chart for my baby...,93
99366,which is the bst baby chew product for 5 mnths old baby??,100
99389,plz tell me the proper diet for my 7 month baby girl  with  qty of every meal,68
99419,my baby is now 5 months old .which type food should be give plz tell me.,5
99436,what type of foods to be given after 6 months and what time of the day,5
99441,what should  i give to my five and half month baby boy?,5
99485,which food suitable for 3 months old baby boy?,100
99516,my baby is 1 yr old. kindly suggest some heslyhy food for her,40
99517,hi my baby is 8 months old. can I give sooji and all kinds of dal to him?,40
99541,which kinda food I need to give it to my baby?,40
99557,"hello doctor, mera  9 mnth  ka  baby breastfeeding  bahut kam karta  h use or Kya food Dr sakti hu?",93
99558,at the age of 4 month which external food is good to start...,100
99564,What should be best menu for breakfast and dinner for 11 months boy?,93
99569,my baby is month old which food i have to give now???,5
99605,what should be included in my baby's daily diet?,68
99622,"I am breastfeeding mother for 3 months old boy,when I can start other foods?",100
99629,hi my baby is 2months old she's weight 4. 50 born weight 2. 900 now she's OK this weight,31
99640,4 Month baby what feed we give,100
99821,My son is 11 months old what should i give him to eat? I want his diet chart.,93
99863,what can I give to my 9 month old baby,68
99884,what can I give to my 6month turning baby ie 5 n half month baby please suggest..,5
99891,what food have to keep my son in 6th month,2
99901,what food can I give for my 7 month old baby and in how much time gap I can give the food?,13
99983,my baby reject each and every kind of food and milk also .not taking bottle what to do,13
100000,diet plan for 10 month boy,93
100009,my baby 1year 1month she  not eat sufficient so what to do?,5
100017,my son is six months? old... how to start solid foods... what kind of food,2
100018,my baby is running in 9 month .what kind of food is good for him .,93
100078,"my daughter  is 7month tuning, how many times I give her food in a day  and which food",2
100082,My baby is going to complete 6 months what shall I give to my baby other than milk,2
100109,Hii my son is nw 7 mnths so plz tell me what kind of food and etc things is good for him,68
100121,I am breast feeding. what I should eat to increase my breast milk production,7
100126,Food and nutrition requirements of a eight months baby... and how many tyms it should be given?,17
100153,my daughter is one year old... what is the diet plan should be for her.... ?,17
100161,variety food for summer,6
100262,hj my child was ten month old... tell me some nutrious food and how to prepare...,56
100311,pls suggest weaning food for 4 nd half month baby girl,2
100335,what kind of food give to 9 month baby??please suggest me some kind of food...,93
100355,what is the diet for 5. 5 month  baby,2
100397,my baby will complete 1 year on 1st July what food should I start for him,68
100425,my son is now six months old.. what else we can give him other than mother feed????,2
100432,hi my daughter8 month old looking very thin,6
100469,my baby now in 6th month... hav to know wat r d best food to be given to her...,2
105007,hi my son is now 11 months can you advise me what to give him,93
105022,My baby is 5month old. Can I give him cerelacs?,100
105030,My baby completed 6 months today. Plz let me know what to include in his diet? he is on bf...,2
105037,what type of food I can eat my baby???,93
105055,my baby is 7months old. she only want bm. she is not eating anything..,17
105058,i need daily food menu for 7th month baby from morning to evening,40
105128,how to start solid food for 6 month old baby,5
105132,my beby food,151
105326,12month k baby ko kya khilana chaiye,40
105386,what has to be fed to child of 8 months,93
105400,when should i introduce solid food to my baby?,5
105462,What to feed my baby???,93
105534,can I starts  solide food to my 5 months completed baby,100
105565,hi.... which food can I give to my six month old baby boy,2
105760,my son is 8 month old he is very thin and very cozy to eat pizz suggest some healthy diet for him,6
105861,"my son is 6 months old can I start solid like Apple, banana..",2
105870,my child is 1 year 2 months not taking food properly,6
105879,my baby is about two months and he is not putting up weight even I m feeding him properly,7
105981,pls provide a food chart of 1 year baby,93
106145,my girl baby bw is 2. 900 and four month weight is 5. 200 is it normal,31
106181,my baby is 5 month old what is the right food for him.,2
106330,my son 4month old having cough no cold.  can I give raagi extracted milk now,100
106358,Please tell me food chart to my 8  month old girl baby.,40
106368,"my baby is 5 month old I don. t know how to introduce supplements for him,...",2
106403,hello my baby as 4month than what I give her,100
106407,plz provide diet chart for +6 month baby boy ....what nd when to give....,5
106416,11months baby food chart please give me,68
106650,how to prepare dhalia and suji for my 9 months old baby?  can I give her almonds too?,56
106660,my baby is 5months old. can I start solids?,100
106674,wat diet should be given to my 7 and half month baby.. in whole day??,93
106733,how can i increase my 11 months  baby girl weight?,6
106738,my daughter doesn't want to drink water and have food,10
106777,"my baby is 3 month but taking my milk so, what should i feed him",100
106784,my baby is 7 months old now. bt she is very weak. at should I do to increase her weight,13
106829,what is Raagi podrrige. ?. pls tell me,56
106990,hello good evening... I'm a mother of 5 months old baby girl... how to increase my breast milk...,7
107140,my baby boy is 12 month old pls suggest some recipes,56
107187,my son is 8 months old and his weight is 6. 9 is this normal for this age baby,31
110478,when can I start outside milk... ???my baby is 5 nd half year old??,7
110488,when I can start other foods... my baby is 3 month old... which foods need to be given,2
110516,what food should i give to my 6 month old daughter which is full of nutrition?,2
110532,diet chart for my 11 month old baby please!,151
110566,what are the food chart that should be given to 8month old baby?plz suggest,151
110579,Can i start sum liquid to my 4. 5 months LO othr dan milk. ?,100
110620,what shud i can give to my 8month baby n how many times i shud give him baby food n breastmilk??,17
110628,how to make porridge  of suji or dalia.. can u explain in detail,56
110645,kindly suggest food to start with my 5. 5 months baby boy.,2
110677,"My child is under weight, so what to do? Iam very worried. Age 6 month running.",13
110690,hiii . my daughter s now 12 months . wt type of complimentary foods should I feed her .,68
110765,"Hello,my baby is 11months old,wat type of food can I give her",68
110786,Hi my baby is 6months old.  Plz suggest food,2
110838,I want to know the diet chart for 10 months old child,68
110841,My 11months son is not eating properly,5
110845,my baby is 6 months old.. now what to give her first,5
110854,my female baby looks too thin 11 months what to do,6
110865,suggest me any food recipes for 7 month old baby,56
110922,hi.. my daughter is 8mnths old.. she is still 5. 9kgs.. plz suggest me a deit plan for weight gain.,6
110935,"Hi,can u send me food chart for 10 months baby",151
111085,hi my baby is 8 months old n his weight is 8. 75 kg is it okey or over/under weight,31
111128,my baby is 5 month can I give him dal pani,5
111130,My younger son 8 months old doesn't eat much he takes few spoons and then stops.,17
111202,my baby is  6 month old what food should I start with.. to increase weight of her,13
111204,Hi.. what is food chart my 10month boy... plz sugest me n must reply,151
111222,I have 15 months baby he does not take food. how countie given him. what type food give him,10
111301,my baby gal is 6 month I want to know what kind of food is given to her .,2
111326,my baby is 7 month old what I should to give her..... to eat pls suggest,68
111330,my baby is 4 month old &I started giving her veelac first rice.   is it ok,100
111389,hi ! what should I do for my baby weight gain.,6
111425,"hii,my son 5 mnths old. can start nestum rice.",100
111431,hi my baby is 10 month old plz suggst the diet nlplan,151
111454,my baby's weight was 3. 3kg at the time of birth now she is 5. 8kg .Is it good or not?,31
111560,Hlo my daughter is 7 months old but she is weak then what I do?,13
111616,now my baby is 4 months old can i give banana mash mixed with my milk?,100
111642,which kind of food items should I given to my 6month old baby to boost her immunity,2
111670,Hi...  My son is 6 month  old. What food should i give him,2
111765,Which food give my 8th month old baby girl?,93
111781,my baby is entering to 7 month. which all solid food I can start and how many times I've to give,2
111856,am going to start give porridge to my kid. is raagi porridge ll reduce weight 4 my baby  ???,100
111958,my 8 months age son dont take cereal nd fruit only take mothermilk,17
112324,what to give in lunch n dinner for my five month old baby?,2
112354,what I have to start food for my baby she is going to be 6 month,2
112389,is it OK to give tur dal n moong dal at five month,100
112402,hi... my baby is 6 months old... could u plz... suggest diet chart to her...,2
112423,"Hi all, what all foods can I give to my 6 months months old baby",2
112528,"My son completed 4 months what food I can give for him,?",5
112571,hey my baby is of 6 month wht food shld i introduce 1st ?any recipe plz let me know,2
112573,Now my baby only five months can I start any other food expect mothers feed,2
112598,Hi when can i start giving toor dal water to my baby She is 2months old,100
112607,what to give my baby for food he is 7 month old,68
112651,my baby is 7 months can  u plz suggest me abt his diet,93
112711,how to prepare Dalia for 7 month old baby,56
112760,my baby is 5 months completed but her weight is 5. 5 so please let me know wt to do,31
112761,"pls suggest the food chart for 6 month old baby,till now she is on breast feed only.",2
112848,my baby is 11 month but his weight is 8 kg is it normal,6
112929,is it safe to give carrot and beetroute poritage to 4. 5month old baby,100
112945,hi. I have 5 months baby. what can I give him for better nutrition except milk,2
113025,"Hey, my daughter is 6 months old, except for apple and banana puree what can i give her?",2
113026,hi my baby boy is 9 th month old but he is not eat anything plese give me best suggestion.,17
113035,i My  baby  9 months  old  how  to take  food,10
113046,what food should be given to 11+ months baby,93
113050,what food should be given to 7 + (months) baby?,93
113126,any good ragi porridge receipe for my 8 months old daughter?,56
113148,what can I feed my 6 months running baby?,5
113176,can I give ragi in milk to my 5months old baby?,100
113177,my son is 9months old he doesn't eat properly what should I do for him plzzzzz suggest me,17
113321,what to feed 6 month old baby,2
113331,Please advise food chart for 6 month baby.,5
113440,hi. hw to intorduce baajra to 9 mnth baby .recipes pls,56
113512,my baby is 6 month old ..what food can I give to her,2
113553,Hi... food and methods for 8month boy baby ...,17
113562,hi my son is 5 months completed. shall i start semi solid food? plz suggest what to give,5
113581,"hi, my son will complete his 6 months on 18 septemper. what food should i give him??",5
113591,tell me some home made  recipe and full of nutritions for my 9- 10 months little one.. pls pls,56
113592,which type of food give to my baby how to increase his weight  because he is sufferingfrom stoma,68
113624,food recipient to my son (7months)old,56
113647,I need a diet chart for my 6months old twin boys.,2
113648,Bachhe k liye kon sa food better h?,68
113657,Hi my baby is 4 months old what is the best time for starting dal ka pani and all ?,100
113670,how can we increase the breast milk production ?,7
113690,hi my baby enter in 7 month plz tell me diet plan nd how much quantity...,10
113744,what is 5month old  baby diet should be?,2
113746,Hi in  7th month of my baby apart from breast feed ist additional nutrients required like cerlac,68
113767,food to gain weight for babies under 10months old,6
113814,please suggest me the diet chart of my seven months baby.,93
113852,what should i give to my baby for gaining weight,6
113893,"haii  my daughter is 7 month old, what I eat to her please advice me",68
113944,hi. my second baby 1year old . pr vo kuch b  nhi  khata.. milk b nhi .btao kuch,6
113954,which food should i give for 6 month baby?,2
114002,my son is 5months 10 days he is 6. 1kg is it normal,31
114032,can we give apple at night time directly to my 5. 5 months baby,2
114074,what should b given to the 10th month baby to weight gain?,6
114147,how to make a vegetable daliya or khichdi for my 10months baby..,56
114150,semi solid foods for 6 months  baby,2
114153,how to poha to 11 mnth child,56
114171,please tell me different recipe  of 1 year child,56
114335,hii Mam. hw to make upma for my baby,56
114377,Tell me what I give to my baby for increase their height and weight,6
114378,hi my baby could not eat anything he is only feed the mother,17
114433,hiiiii my daughter is 6 months old now what diet should I start with,2
114438,Give a food chart of my 8month baby,68
114490,diet chart for babies who complete their six months,5
114525,my baby is now 11 month what is the perfect diet to her ??,93
114566,when can I introduce other fluid items for my baby?,100
114629,from which month I should start food to my baby,2
114651,When to start weaning,100
114733,my son is 6 months old. what are the first foods I can start and how do I schedule it. ?,2
114746,what milk substitute to give my 6 month old as I am going back to work soon.,2
114763,my 11months baby cant eat anything what should i do,17
114773,my son is 10 month old and he doesn't eat anything  what you suggest  please tell me,6
114843,"Hi , when can I start with purried fruits   My son is 4 months",100
114883,what are the foods to be avoided during lactation period?,7
115035,what should be the appropriate weight of a 3 and 1/2 months baby boy???,31
115212,mera baby 7 month ka ho gaya h ab usko kya kya khila sakti hu,93
115397,Hello my son is 35 days old. He is weak and can't gain wait.,7
115657,what all food can be given to my 7 month old baby.,93
115680,"my daughter z 10 months old,she z crawling,,I am giving rice n only milk to her,,,is it good to her",151
115682,My daughter is 4 months old when can I start cerelac,100
115705,plz tell me the 6 Months baby girl diet chat.,5
115837,hi... my baby boy is 11 months old. can you advice about his whole day diet ???,17
115876,my daughter is 9months old what food can I give her,93
115893,my daughter is underweight also she is just 7kgs in 9month how can I gain her weight,6
115925,"Now my daughter become 6 month old so plz suggest me what, how and when should I give solid food.",2
115948,how to introduce banana powder to my 4month old baby?,100
116003,what kind of food can I have for my baby,2
116021,my son is 6 months old. which food is given to my baby???,2
116043,how to make khichdi,56
116050,my daughter is 4 month old... now what can I give her with breastfeeding. .,100
116088,what should we give breakfasr for 7 month old baby,93
116093,what is the best diet chart for my 8 months old baby?,93
116136,breastfeeding ka elawa other milk da saktye kay,7
116171,hi mera baby 7 month Ka h plz iska diet chart btaye,93
116212,what kind of food items can be introduced to 6 month baby?,2
116221,my baby is 7months old what can I give him to eat?,93
116241,meri baby ka weigh kaie gain ho sakta hai,6
116242,my baby boy is 8 months 24 days old. what should be his diet chart.,151
116300,what to give in food to 9 month baby,151
116355,hi i have started my baby ceralac in the month of 5 is that k,100
116384,Oats kheer  and kisimith  we can give r notHow can I prepare  home I don't know can u pls tell me,56
116428,what can i give in solids for my 8 months old son?,151
116429,hi my 14month baby not eating any food properly. forcefully I tried and give her to liquid food.,5
116443,my baby doesnt eat anything. he is very fussy in eating food. how can i make him eat food.,17
116489,my boy baby is six month old what food can I give,2
116491,My baby is 6 months old. What food shall I start for her,2
116497,"hi my baby is now 5 th months old , uski Health nhi badh rahi , kya karu main ?",7
116530,my baby is about 6 month old please provide me dailymeal time table! !,2
116781,my baby s 4 months old... if my feed s not sufficient then Wat to give alternatively?,7
116854,6 mnth started for my baby which food  we can start first?shall I give banana ..plz suggest me,5
116943,plz tell me 10 month baby food,151
117113,plz suggest me 5 month baby food with recipes,2
117125,raagi kese bnate h,56
117152,"my girl baby is 5months old now, can I start giving solids from now onwards..",2
117170,can I get a reply on my query thanks,151
117289,when to   introduce solid foods ? can we give clrelace or other foods in 4 month,100
117297,food receip For my 7mnths old baby,56
117305,my daughter is 6 months now what kind of milk i need to give and how much too help me pls,7
117306,she is 6 months when I need to give kanji and what types,2
117321,my baby is now 5 months old.. please suggest me a proper diat chart for her...,2
117384,muge six month ke baad konsa dudh dena chaiye baby ko,7
117462,solid food for 8 mnth baby,151
117519,my baby is 6 months old. which vegetables should I give? can I start water ?,2
117563,my daughter is 3months and 20days what can I give other than milk,2
117590,Receipes for 7month old baby,56
117627,my baby is 6month old.. what type of solid foods can i give  her.. pls sugest me,2
117635,my baby is 7 mnths so plz suggest a diet chart for him..,93
117649,"my baby is 8 month old she is eating only pulses,",151
117651,hii mam.....  My baby boy is 10 months so what best food for him...... and how to do.. ?,17
117668,pls suggest food for 7 months old baby and how many meals,17
117848,can I gave any type off food and fruit to my 4 month old baby?,2
117849,what to feed 7 and 10 day baby,93
117931,my baby is 1 year old nd her weight is only 6kg. is it ok. nd what should I feed her???,6
117939,"Meri bitiya 9 month ki h, me use kya kya khila sakti hu",151
117949,my 8month baby food chart a week,151
117984,my 11mnth  baby weight is 8. 2kg.. is it ok,31
117986,what are  the food can I give my 11 month baby for weight gain n good health,6
118057,Hii my son is 7 months old.  What food i can give to him?,93
118180,hi mam how to increase a breast milk supply,7
118208,I have a 6and half months old baby girl. I need a food chat. I already  given to her Semisolid food,93
118246,how to make oats upam for baby's,56
118269,what is the diet chart for 5 months baby... he is on formula milk,2
118273,Slow Weight Gain. Birth date: 23. 11. 2016Birth Weight 1. 60 KgsToday weight : 6. 110 kgs,6
118275,My baby is 7  month old. he don't want to have khichiri. What I'm going to do.,93
118425,hi. my baby is 9 months old. can u plz give me a diet chart,151
118486,hii my son is 10 months old. i want some receips of chicken.,56
118490,is it ok to feed a 23 week old baby a lil quantity of juice of grapes?,2
118561,my daughter is 10 month old .her birth weight was 2. 3 kg. now she is 7 kg. is her weight good,31
118562,my breast milk fow is low.. i m mother of one month child.. what can i do?,7
118590,From day 1 my baby is on fm due to poor supply of bm. After 4 months can I increase my supply,7
118615,i want to start weaning what is the right food to start with and how many feeds a day?,2
118628,after six months what is to be given and in what quantity to rhe baby. how many times also,2
118663,what is best for top feed for 2 month baby ???,7
118680,"my son is 4 months old , can I start giving  cereals?",100
118766,can we give sago kanji to 6month baby. if so how to give.  when to give. how many days t to give.,2
119042,hi my son 10 and half mnth old his birth weight was 2. 14 kg his current weight is 9 kg is this k,31
119152,hi my son is 6 month his weight is 6. 5kg he is very thin what should i give to eat,13
119172,my son is starting his 5 months now.. can I start with solids.. plz suggest,2
119212,Hi iam mother of 6 month baby .which type food van give?,2
119217,"Hi,My son is 7 months old. What kind of food I can give him?",93
119240,my baby's wait not good he doesn't eat food as required what can I do for it,6
119309,I have 5 months old baby when I can start cerelac and other feeds,2
119361,I did ask a question ..yet I didn't get reply!!,7
119385,please recommend the diet chart for my 9 month baby girl.,151
119460,what food to give 11 months baby for gud health,93
119468,When to start fruit Purees for infants and if yes which type of Purees can we use,100
119514,"I have 31/5 month boy baby, shall I give him any additional food?",100
119528,my baby not gaining weight she is 6 month what  food I give her,13
119544,hi i need perfect diet chart for 7months old baby. can anyone suggest me plz.... ?,93
119554,diet for 11month old baby boy,93
119558,plse suggest me meal to my 7 month baby,68
119565,my baby is 7 months old. can I give animal's milk,7
119596,diet for 6 month old baby,2
119717,My 3 month old baby boy is only 5 kg. Is it normal?,31
119803,hi  all my baby is 6th old pls suggest me to give him what kind of food or other nutrition,2
119902,i hav 7 month old baby. pls give exact food list..,93
119927,my baby is under weight .she is 7 kg weight and she is 11months .she is having milk allergy,6
119946,can I give goat milk my 6 month old son ?plz suggest me..,7
119955,"my baby is 6 month old, I want to know the diet plan",5
119958,can give anythng extra intsead of milk to 4 mnth old baby who is not on breastfeed?,100
119970,plz send me 8  months baby food chart,151
119974,what food to be given to my 9 month 8 days old baby? I am worried his weigh is 7. 800 gm,31
120052,"hiii, pls tel me 6mnths baby food supplements",5
120065,my 9 month daughter dose not eat property so she is weak. kindly suggest me.,10
120149,my baby boy has turned six month old .what should i start in his diet,5
120171,my baby is of 4months can I give cow milk to her or it's harmful,7
120173,Hi .my baby is 8 months old ..what food should i give him and how many tymz a day..,17
120198,my daughter is 5months 21 days.. I am giving cerlac stage one rice.. please suggest me food chart,2
120216,my baby vry week i have no brest milk wt i do,6
120263,hi my daughter 10 mnth old what all food shld i give her,151
120267,is it ok to give  red pumpkin to my 5 n a half baby ..if I'm giving solid food for the first time,5
120278,My son completed 6 months... will u put sweet potato to him?,5
120318,please post food chart of girl baby by month...,100
120320,what all foods we can give to the baby at 6th month?,2
120334,my baby is seven months old what to give in morning shall I give roti with milk?,93
120405,my children is 6 months old what food should I give to her,2
120443,Hi pls tell me how to increase breast milk,7
120466,my son is 6 months old.  can i  start semi solid food. please suggest.,2
120549,mera baby 8 m9nth ka ho gaya h aur mother milk usko nhi mil raha h to usko. mai kya kya khilau,151
120588,"hi my daughter is 10month old,,what should i prepare food for her?",40
120589,how to make daliya for 10 month baby,56
120657,"my baby hs completed 5months so cn I start juice ,cows milk nd soft rice?",2
121145,plz tell me when i can start weaning .my child is 4month old,5
121188,"hi sir/mam  saranya here. . my baby is 3 months old,  shall I start feeding him kanji mix",100
121230,what are the food choices advised to face hair fall during breastfeeding ??,7
121243,Which is the first food to a 6 th month baby?,2
121251,hi my baby 7 months starting. what kind of foods for safe and not safe? what will give for my self,2
121336,"Hi, my Tweens  baby are six month plans tel me about dait  plan",5
121404,what should i give to my babies despite formula milk,2
121419,my baby 7month running which kind of food i give her,93
121434,what kind of food can i prepare for my baby. And she is just going to stepping into six month.,2
121445,My child is of 4 months old. what is the preferred food for her except breast feeding,100
121468,my baby is 9 month old plz give-foot chart with timing. I am working women,17
121479,my baby is 10 month old give me advice for his different type of food,151
121480,when to start solid food to baby?at which month to start?,2
121485,my daughter  is 5 month old what food i can giv to her.. n she is wholly on fm,2
121495,what meal should be given 8 month baby,151
121504,hi is it OK to give cow milk to 3 weeks baby,7
121512,my baby cries when she felt sleepy why?? my baby 7 month old so what diet should i follow??,93
121577,can I feed cerelac to my five months old baby as my breastmilk is low,100
121727,hi. im mom of 6months baby. can i know how much solid food will i start for my baby,2
121759,meri baby 10  month ki hai. uske liye healthy recepies btayei.,56
121806,kindly tell me the food recipes for 6 month baby.. what should I start with?,2
121818,Hai ma son is 6 mnths old.. i wish to know few healthy recps fr him .. kindly help out..,56
121829,how many days u will take for giving me answer..,6
121853,"hi my baby is 4 months old can i give banana,apple ,carrot purees",100
121867,how to increase Breast milk,7
